filename,status,before_duration_s,after_duration_s,duration_change_s,before_lufs,after_lufs,lufs_change,before_peak_db,after_peak_db,peak_change_db,gain_applied_db,was_cropped,was_removed,error
CALi - Pour Jane (Live acoustique).mp3,processed,29.99,29.00,-0.99,-14.6,-15.8,-1.2,0.05,-0.86,-0.91,-1.2,yes,no,
CALi - Résistance.mp3,processed,29.99,29.00,-0.99,-13.6,-15.8,-2.2,0.03,-1.56,-1.59,-2.2,yes,no,
CIRCULAR - Calm (Live Edit).mp3,processed,29.96,29.00,-0.96,-21.6,-19.9,1.7,-2.49,-1.05,1.45,1.7,yes,no,
CLP - Superconfidential.mp3,processed,29.99,29.00,-0.99,-12.4,-15.8,-3.4,0.27,-3.06,-3.33,-3.4,yes,no,
CMW - Compton's Most Wanted - This Is A Gang.mp3,processed,29.99,29.00,-0.99,-16.2,-16.8,-0.7,-0.33,-0.28,0.05,-0.7,yes,no,
Caballo Dorado - Me vuelves loco.mp3,processed,29.99,29.00,-0.99,-16.1,-15.8,0.3,-2.41,-1.64,0.77,0.3,yes,no,
Cabas - Como nuestro amor no hay dos.mp3,processed,29.99,29.00,-0.99,-14.1,-15.8,-1.6,-0.07,-1.37,-1.30,-1.6,yes,no,
Cabas - Likua.mp3,processed,29.99,29.00,-0.99,-11.5,-15.8,-4.3,1.89,-2.37,-4.26,-4.3,yes,no,
Cabas - Machuca.mp3,processed,29.99,29.00,-0.99,-12.2,-15.8,-3.6,-0.17,-3.37,-3.19,-3.6,yes,no,
Cabin Crew - Can't Stop (Mind Electric Remix).mp3,processed,29.99,29.00,-0.99,-12.0,-15.8,-3.7,-0.32,-3.68,-3.36,-3.7,yes,no,
Cache Cache - Only Do for Love (LeftGuster Remix).mp3,processed,29.99,29.00,-0.99,-18.6,-19.2,-0.6,-0.44,-0.92,-0.47,-0.6,yes,no,
"Cactus - Rockout, Whatever You Feel Like.mp3",processed,29.99,29.00,-0.99,-12.6,-15.8,-3.2,-0.41,-2.63,-2.22,-3.2,yes,no,
Cadacross - Bring Out Your Dead.mp3,processed,29.99,29.00,-0.99,-11.0,-15.7,-4.7,0.56,-3.74,-4.29,-4.7,yes,no,
"Cadet - Father, I Adore You_More Precious Than Silver (Medley).mp3",processed,29.99,29.00,-0.99,-13.5,-15.8,-2.3,0.41,-1.53,-1.94,-2.3,yes,no,
Café Quijano - En algún rincón.mp3,processed,29.99,29.00,-0.99,-13.6,-15.8,-2.2,1.13,-1.14,-2.27,-2.2,yes,no,
Café Quijano - En mis besos.mp3,processed,29.99,29.00,-0.99,-19.6,-18.2,1.5,-2.46,-0.99,1.47,1.5,yes,no,
Café Quijano - Hablando a un cristal.mp3,processed,29.99,29.00,-0.99,-11.8,-15.8,-4.0,0.72,-2.62,-3.34,-4.0,yes,no,
Café Quijano - Poesía de amor.mp3,processed,29.99,29.00,-0.99,-17.5,-17.9,-0.3,-0.68,-1.07,-0.39,-0.3,yes,no,
Cain Culto - CUTTING EDGE.mp3,processed,29.99,29.00,-0.99,-15.4,-15.9,-0.5,-0.66,-1.06,-0.39,-0.5,yes,no,
Cake - Alpha Beta Parking Lot.mp3,processed,29.99,29.00,-0.99,-15.7,-16.1,-0.4,-0.54,-0.84,-0.30,-0.4,yes,no,
Cake - Arco Arena (Instrumental).mp3,processed,29.99,29.00,-0.99,-19.4,-16.6,2.9,-3.90,-0.58,3.32,2.9,yes,no,
Cal Tjader - Along Comes Mary.mp3,processed,29.99,29.00,-0.99,-23.0,-17.0,6.0,-7.04,-0.62,6.42,6.0,yes,no,
Cal Tjader - Anyone Who Had a Heart.mp3,processed,29.99,29.00,-0.99,-23.8,-17.2,6.7,-7.62,-1.00,6.62,6.7,yes,no,
Cal Tjader - Manuel's Mambo.mp3,processed,29.99,29.00,-0.99,-26.3,-18.6,7.7,-8.67,-1.29,7.38,7.7,yes,no,
Caleb McLeod - This Is Hell.mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.5,-0.74,-1.85,-1.12,-1.5,yes,no,
Cali - Un nuovo giorno.mp3,processed,29.99,29.00,-0.99,-11.9,-15.7,-3.8,0.32,-2.65,-2.97,-3.8,yes,no,
California Oranges - Feel Better.mp3,processed,29.99,29.00,-0.99,-17.9,-18.2,-0.3,-0.73,-0.81,-0.08,-0.3,yes,no,
California Oranges - Travel Writer.mp3,processed,29.99,29.00,-0.99,-14.1,-15.8,-1.7,0.02,-1.41,-1.43,-1.7,yes,no,
CalimeroBeats - Sunday Love.mp3,processed,29.99,29.00,-0.99,-16.3,-17.0,-0.8,-0.28,-0.89,-0.61,-0.8,yes,no,
Call To Preserve - Hindsight.mp3,processed,30.01,29.00,-1.01,-9.9,-15.8,-5.9,0.70,-4.53,-5.23,-5.9,yes,no,
Call To Preserve - Hope For The Fallen.mp3,processed,29.99,29.00,-0.99,-9.2,-15.8,-6.6,1.36,-4.82,-6.18,-6.6,yes,no,
Call To Preserve - Now And Forever.mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.3,0.87,-1.92,-2.79,-3.3,yes,no,
Call To Preserve - Open your Eyes.mp3,processed,29.99,29.00,-0.99,-9.8,-15.8,-6.0,1.01,-4.34,-5.35,-6.0,yes,no,
Cam'Ron - Bubble Music.mp3,processed,29.99,29.00,-0.99,-11.3,-15.8,-4.5,2.25,-2.65,-4.90,-4.5,yes,no,
Cam'Ron - Come Home With Me.mp3,processed,29.99,29.00,-0.99,-13.6,-15.8,-2.2,0.99,-0.92,-1.91,-2.2,yes,no,
Cam'Ron - I'm A Chicken Head (Skit) (Album Version Explicit).mp3,processed,29.99,29.00,-0.99,-22.0,-15.8,6.2,-7.19,-0.95,6.24,6.2,yes,no,
Cam'Ron - Losing Weight Part 2.mp3,processed,29.99,29.00,-0.99,-14.3,-16.1,-1.8,0.90,-1.02,-1.92,-1.8,yes,no,
Cam'Ron - Shake (Album Version Explicit).mp3,processed,29.99,29.00,-0.99,-12.8,-16.2,-3.4,2.49,0.20,-2.28,-3.4,yes,no,
Camp Lo - Black Connection 3.mp3,processed,29.99,29.00,-0.99,-15.2,-15.9,-0.7,-0.21,-0.85,-0.63,-0.7,yes,no,
Camp Lo - Sparkle.mp3,processed,29.99,29.00,-0.99,-14.6,-15.8,-1.2,-0.08,-0.83,-0.75,-1.2,yes,no,
Camp Lo - Uptown.mp3,processed,29.99,29.00,-0.99,-15.0,-15.8,-0.8,-0.64,-0.95,-0.31,-0.8,yes,no,
Cancer Bats - Dead Wrong.mp3,processed,29.99,29.00,-0.99,-10.2,-15.8,-5.6,0.40,-4.75,-5.15,-5.6,yes,no,
Cancer Bats - Sabotage.mp3,processed,29.99,29.00,-0.99,-9.5,-15.8,-6.2,0.51,-4.80,-5.30,-6.2,yes,no,
Candido - Sentimentos Desiguais.mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.3,0.54,-1.19,-1.73,-2.3,yes,no,
Candy Lo - Ma Zui.mp3,processed,29.99,29.00,-0.99,-17.6,-18.4,-0.8,-0.20,-1.02,-0.82,-0.8,yes,no,
Candy Lo - Si Lu.mp3,processed,29.99,29.00,-0.99,-18.9,-18.2,0.8,-1.81,-1.08,0.74,0.8,yes,no,
Cannon's Jug Stompers - Heart Breakin' Blues.mp3,processed,30.01,29.00,-1.01,-23.6,-15.8,7.8,-9.37,-1.60,7.77,7.8,yes,no,
Cannon's Jug Stompers - Mule Get Up In The Alley.mp3,processed,29.99,29.00,-0.99,-23.3,-18.8,4.6,-5.56,-1.06,4.50,4.6,yes,no,
Cantara - Ubi Caritas.mp3,processed,29.99,29.00,-0.99,-14.5,-15.8,-1.3,-0.27,-1.52,-1.25,-1.3,yes,no,
Capelton - Bumbo Red.mp3,processed,29.99,29.00,-0.99,-18.1,-18.9,-0.9,-0.11,-0.71,-0.60,-0.9,yes,no,
Capital Tax - Givin' It Back.mp3,processed,29.99,29.00,-0.99,-18.8,-18.7,0.1,-1.10,-0.97,0.13,0.1,yes,no,
Capital Tax - Slide In - Slide Out.mp3,processed,29.99,29.00,-0.99,-13.7,-15.8,-2.1,0.29,-1.88,-2.16,-2.1,yes,no,
Capleton - Conscience Ah Heng Dem (interlude).mp3,removed,29.00,,,-19.6,,,-1.83,,,,no,yes,
Capleton - Cry For Love.mp3,processed,29.99,29.00,-0.99,-17.5,-18.1,-0.6,-0.41,-0.30,0.11,-0.6,yes,no,
Capleton - Raggy Road.mp3,processed,29.99,29.00,-0.99,-12.6,-15.8,-3.2,-0.32,-3.09,-2.77,-3.2,yes,no,
Capleton - Say Yeah.mp3,processed,29.99,29.00,-0.99,-12.1,-15.8,-3.7,0.39,-2.99,-3.37,-3.7,yes,no,
Capleton - When Me A Move.mp3,processed,29.99,29.00,-0.99,-20.0,-15.9,4.2,-5.18,-1.07,4.11,4.2,yes,no,
Capone-N-Noreaga - Beef.mp3,processed,29.99,29.00,-0.99,-12.6,-15.8,-3.2,0.93,-1.66,-2.59,-3.2,yes,no,
Captain Beefheart & His Magic Band - On Tomorrow (Instrumental).mp3,processed,29.99,29.00,-0.99,-16.0,-17.1,-1.1,0.15,-0.89,-1.04,-1.1,yes,no,
Captain Hollywood Project - All I Want (Radio Mix).mp3,processed,29.99,29.00,-0.99,-16.8,-16.5,0.3,-1.33,-0.80,0.54,0.3,yes,no,
Captain Hollywood Project - Find Another Way (Single Mix).mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.4,-0.89,-1.96,-1.07,-1.4,yes,no,
Captain Hollywood Project - The Way Love Is (Extended Mix).mp3,processed,29.99,29.00,-0.99,-14.9,-15.8,-0.9,-0.83,-1.52,-0.69,-0.9,yes,no,
Captain Planet - Thirst No More.mp3,processed,29.99,29.00,-0.99,-17.2,-18.0,-0.9,-0.32,-0.98,-0.66,-0.9,yes,no,
Caramell - Expolodera (som dynamit).mp3,processed,29.99,29.00,-0.99,-11.5,-15.8,-4.3,-0.06,-3.85,-3.79,-4.3,yes,no,
Cardenales del Exito - Lole Lolaila.mp3,processed,29.99,29.00,-0.99,-17.9,-17.4,0.5,-1.44,-0.84,0.60,0.5,yes,no,
Cargo Cult - Helium (Instrumental).mp3,processed,29.99,29.00,-0.99,-15.9,-15.8,0.1,-2.79,-2.27,0.52,0.1,yes,no,
Carl Belew - Am I That Easy To Forget.mp3,processed,29.99,29.00,-0.99,-18.2,-15.8,2.4,-3.40,-1.07,2.33,2.4,yes,no,
Carl Belew - Love's Been Good to Me.mp3,processed,29.99,29.00,-0.99,-20.0,-16.5,3.6,-4.64,-1.11,3.53,3.6,yes,no,
Carl Crack - Dogon.mp3,processed,29.99,29.00,-0.99,-15.4,-15.8,-0.4,-1.08,-1.52,-0.44,-0.4,yes,no,
Carl Crack - Sonnenfreunde.mp3,processed,29.99,29.00,-0.99,-18.0,-15.8,2.2,-6.06,-4.13,1.93,2.2,yes,no,
Carl Davis - Cranford_ Chez Holbrook.mp3,processed,29.99,29.00,-0.99,-19.9,-18.2,1.7,-2.74,-1.07,1.67,1.7,yes,no,
Carl Davis - Cranford_ Deborah's Vigil.mp3,processed,29.99,29.00,-0.99,-29.8,-16.8,13.0,-13.84,-0.90,12.94,13.0,yes,no,
Carl Davis - Resolutions from The Long Day Closes (Voice).mp3,processed,29.99,29.00,-0.99,-32.9,-17.7,15.2,-16.11,-1.14,14.98,15.2,yes,no,
Carl Smith - I Wonder Where You Are Tonight.mp3,processed,29.99,29.00,-0.99,-16.7,-17.1,-0.3,-0.60,-0.13,0.47,-0.3,yes,no,
Carl Smith - If I Couldn't Hold Back The Dawn.mp3,processed,29.99,29.00,-0.99,-25.7,-15.8,9.9,-11.86,-1.74,10.12,9.9,yes,no,
Carl Smith - If You Don't Somebody Else Will.mp3,processed,29.99,29.00,-0.99,-19.6,-17.8,1.8,-2.91,-0.66,2.25,1.8,yes,no,
Carlene Carter - Loose Talk (Duet with Carl Smith).mp3,processed,29.99,29.00,-0.99,-14.8,-16.1,-1.3,0.27,-0.95,-1.22,-1.3,yes,no,
Carlos Baute - Angelito (Directo 09).mp3,processed,29.99,29.00,-0.99,-11.7,-15.8,-4.1,1.36,-2.42,-3.78,-4.1,yes,no,
Carlos Baute - Estás hecha para mí (Directo 09).mp3,processed,29.99,29.00,-0.99,-12.1,-15.8,-3.7,0.41,-2.93,-3.33,-3.7,yes,no,
Carlos Baute - Pobre diabla (Directo 09).mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.3,0.47,-1.97,-2.43,-3.3,yes,no,
Carlos Baute - Te extraño porque te extraño.mp3,processed,29.99,29.00,-0.99,-11.6,-15.8,-4.2,1.17,-2.78,-3.95,-4.2,yes,no,
Carlos Embales - A Una Mamita.mp3,processed,29.99,29.00,-0.99,-26.5,-21.8,4.7,-5.82,-1.04,4.78,4.7,yes,no,
Carlos Jiménez - La Vida (Jp Candela & Vlada Asanin).mp3,processed,29.99,29.00,-0.99,-14.1,-15.8,-1.7,-0.67,-2.28,-1.61,-1.7,yes,no,
Carlos Ponce - Decir Adios.mp3,processed,29.99,29.00,-0.99,-17.3,-17.7,-0.4,-0.48,-1.01,-0.53,-0.4,yes,no,
Carlos Ponce - Escuchame.mp3,processed,29.99,29.00,-0.99,-12.9,-15.8,-2.9,0.12,-2.45,-2.57,-2.9,yes,no,
Carlos Ponce - Quiero Mas.mp3,processed,29.99,29.00,-0.99,-14.5,-15.8,-1.3,0.08,-0.48,-0.56,-1.3,yes,no,
Carlos Ponce - Todo Lo Que Soy.mp3,processed,29.99,29.00,-0.99,-14.1,-15.8,-1.7,0.28,-0.37,-0.65,-1.7,yes,no,
Carlos Vives - Cancion De Amor Eterno.mp3,processed,29.99,29.00,-0.99,-19.8,-19.4,0.4,-1.45,-0.76,0.68,0.4,yes,no,
Carlos Vives - Si Es Que Te Vas.mp3,processed,29.99,29.00,-0.99,-18.2,-18.4,-0.2,-1.01,-0.92,0.09,-0.2,yes,no,
Carlton Livingston - Slow Down.mp3,processed,29.99,29.00,-0.99,-16.6,-15.8,0.8,-2.11,-1.00,1.11,0.8,yes,no,
Carlton Pearson - This Train (Live).mp3,processed,29.99,29.00,-0.99,-13.2,-15.8,-2.6,-0.31,-2.34,-2.03,-2.6,yes,no,
Carman - Let The Church Rise (feat. Commissioned & The Christ Church Choir).mp3,processed,29.99,29.00,-0.99,-21.8,-19.8,2.0,-3.05,-0.89,2.16,2.0,yes,no,
Carman - The Same God (feat. Commissioned & The Christ Church Choir).mp3,processed,29.99,29.00,-0.99,-18.5,-16.2,2.3,-3.32,-0.95,2.38,2.3,yes,no,
Carole Fredericks - Des vôtres.mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.5,0.28,-1.07,-1.34,-1.5,yes,no,
Carolyn Arends - Happy.mp3,processed,29.99,29.00,-0.99,-15.0,-16.0,-1.1,0.10,-0.65,-0.75,-1.1,yes,no,
Carolyn Arends - Last Thursday (Call Me Crazy).mp3,processed,29.99,29.00,-0.99,-17.7,-18.7,-1.0,0.08,-0.64,-0.71,-1.0,yes,no,
Carpenters - An Old Fashioned Christmas.mp3,processed,29.99,29.00,-0.99,-23.2,-18.1,5.1,-5.97,-0.75,5.22,5.1,yes,no,
Carroll Thompson - Change.mp3,processed,29.99,29.00,-0.99,-19.5,-16.3,3.2,-4.24,-0.63,3.61,3.2,yes,no,
Carroll Thompson - Show Some Love Where Is The Love feat. MackaB.mp3,processed,29.99,29.00,-0.99,-13.2,-15.8,-2.6,0.95,-1.07,-2.02,-2.6,yes,no,
Cartel - Georgia.mp3,processed,29.99,29.00,-0.99,-9.8,-15.8,-5.9,2.07,-3.71,-5.78,-5.9,yes,no,
Casa Bulga - Afraid Of Change (Tribal Vocal Mix).mp3,processed,29.99,29.00,-0.99,-19.1,-15.8,3.3,-4.46,-0.95,3.51,3.3,yes,no,
Casey Bill Weldon - I’se Just a Bad Luck Man.mp3,processed,29.99,29.00,-0.99,-19.7,-20.1,-0.4,-0.65,-0.94,-0.28,-0.4,yes,no,
Casey Bill Weldon - New Round And Round.mp3,processed,29.99,29.00,-0.99,-18.8,-15.8,3.0,-3.95,-0.97,2.98,3.0,yes,no,
Casey Lee Williams - Trapdoor.mp3,processed,29.99,29.00,-0.99,-20.0,-17.7,2.3,-3.25,-0.94,2.31,2.3,yes,no,
Casiotone for the Painfully Alone - Attic Room.mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.3,-0.74,-2.89,-2.14,-2.3,yes,no,
Casiotone for the Painfully Alone - Bad People.mp3,removed,26.83,,,-14.2,,,-0.18,,,,no,yes,
Casiotone for the Painfully Alone - Dying Batteries.mp3,processed,30.01,29.00,-1.01,-17.9,-15.8,2.1,-4.75,-2.67,2.08,2.1,yes,no,
Casiotone for the Painfully Alone - Happy Mother's Day.mp3,processed,30.01,29.00,-1.01,-13.6,-15.8,-2.2,-0.21,-2.30,-2.09,-2.2,yes,no,
Casiotone for the Painfully Alone - Nashville Parthenon.mp3,processed,29.99,29.00,-0.99,-15.6,-15.8,-0.2,-2.04,-2.22,-0.18,-0.2,yes,no,
Casiotone for the Painfully Alone - Rice Dream Girl.mp3,processed,29.99,29.00,-0.99,-11.7,-15.7,-4.1,0.92,-3.26,-4.18,-4.1,yes,no,
Casiotone for the Painfully Alone - Town Topic (Instrumental).mp3,processed,29.99,29.00,-0.99,-14.5,-15.8,-1.3,-0.20,-1.18,-0.98,-1.3,yes,no,
Casiotone for the Painfully Alone - White Jetta.mp3,processed,29.99,29.00,-0.99,-17.1,-17.1,-0.0,-0.89,-0.81,0.08,-0.0,yes,no,
Caspa - Back to '93.mp3,processed,30.01,29.00,-1.01,-17.7,-18.6,-0.9,-0.24,-1.14,-0.90,-0.9,yes,no,
Caspa - Power Shower.mp3,processed,29.99,29.00,-0.99,-10.7,-15.8,-5.1,1.12,-2.99,-4.12,-5.1,yes,no,
Caspian - The Dropsonde.mp3,processed,29.99,29.00,-0.99,-27.3,-19.7,7.6,-8.68,-1.03,7.65,7.6,yes,no,
Cass Fox - Touch Me (Mike Koglin vs. Jono Grant Remix).mp3,processed,29.99,29.00,-0.99,-14.4,-15.8,-1.4,0.24,-1.21,-1.45,-1.4,yes,no,
Cassidy - Hotel (feat. R.Kelly).mp3,processed,29.99,29.00,-0.99,-12.0,-15.8,-3.8,1.64,-1.72,-3.36,-3.8,yes,no,
Cassidy - I Get My Paper (feat. Swizz Beatz).mp3,processed,29.99,29.00,-0.99,-10.9,-15.8,-4.9,0.58,-3.89,-4.47,-4.9,yes,no,
Cassidy - Take It (Dirty).mp3,processed,29.99,29.00,-0.99,-12.2,-15.8,-3.6,1.35,-1.60,-2.95,-3.6,yes,no,
Cassie - Long Way 2 Go (Friscia & Lamboy Club).mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.3,0.15,-2.71,-2.86,-3.3,yes,no,
Cast Of The Motion Picture Rent - Love Heals (Bonus Track).mp3,processed,29.99,29.00,-0.99,-13.4,-15.8,-2.4,-0.01,-1.88,-1.86,-2.4,yes,no,
Casual - Bailando.mp3,processed,29.99,29.00,-0.99,-14.9,-15.9,-1.0,-0.29,-0.93,-0.64,-1.0,yes,no,
Casual - I Believe.mp3,processed,29.99,29.00,-0.99,-17.5,-17.9,-0.4,-0.57,-0.80,-0.23,-0.4,yes,no,
Casual - I Didn't Mean To.mp3,processed,29.99,29.00,-0.99,-15.7,-15.8,-0.1,-1.05,-0.96,0.09,-0.1,yes,no,
Casual - Oaktown (remix).mp3,processed,29.99,29.00,-0.99,-14.9,-15.8,-0.8,-0.70,-1.36,-0.66,-0.8,yes,no,
Cate Brothers - Am I Losing You.mp3,processed,29.99,29.00,-0.99,-17.2,-16.4,0.9,-1.81,-0.93,0.88,0.9,yes,no,
Cate Brothers - There Goes The Neighborhood.mp3,processed,29.99,29.00,-0.99,-15.8,-15.8,-0.0,-0.90,-0.82,0.08,-0.0,yes,no,
Catherine Howe - Going Home.mp3,processed,29.99,29.00,-0.99,-16.0,-15.8,0.2,-1.53,-1.10,0.43,0.2,yes,no,
Catherine Howe - White Winter Hymnal.mp3,processed,29.99,29.00,-0.99,-17.4,-16.6,0.8,-1.73,-0.83,0.90,0.8,yes,no,
Catherine King_Matthew Schwinghammer_The American Boychoir - Trois Noëls québècois (trad)_ Gabriel.mp3,processed,29.99,29.00,-0.99,-29.5,-18.9,10.6,-11.54,-1.10,10.44,10.6,yes,no,
Catia Werneck - Himalaya Dreams.mp3,processed,29.99,29.00,-0.99,-13.9,-15.8,-1.9,0.44,-0.93,-1.36,-1.9,yes,no,
Cats In Boots - Shotgun Sally.mp3,processed,29.99,29.00,-0.99,-13.0,-15.8,-2.7,-0.26,-2.73,-2.47,-2.7,yes,no,
Catupecu Machu - A Veces Vuelvo.mp3,processed,29.99,29.00,-0.99,-12.3,-15.8,-3.5,1.25,-1.61,-2.86,-3.5,yes,no,
Catupecu Machu - Abstracto.mp3,processed,29.99,29.00,-0.99,-15.1,-15.8,-0.7,-0.32,-1.02,-0.70,-0.7,yes,no,
Cauda Pavonis - Juggernaut.mp3,processed,29.99,29.00,-0.99,-9.1,-15.8,-6.7,0.49,-4.76,-5.25,-6.7,yes,no,
Cauterize - Shooting Stars.mp3,processed,29.99,29.00,-0.99,-11.4,-15.8,-4.4,0.93,-3.48,-4.41,-4.4,yes,no,
Cave 110 - Pure Joints.mp3,processed,29.99,29.00,-0.99,-13.6,-17.7,-4.1,3.07,-1.49,-4.56,-4.1,yes,no,
CeCe Winans - Because Of You.mp3,processed,29.99,29.00,-0.99,-20.2,-18.9,1.4,-2.38,-1.19,1.19,1.4,yes,no,
CeCe Winans - Come On Back Home.mp3,processed,29.99,29.00,-0.99,-15.1,-16.9,-1.9,0.93,-0.75,-1.68,-1.9,yes,no,
CeCe Winans - Life.mp3,processed,29.99,29.00,-0.99,-14.7,-17.3,-2.6,1.57,-0.86,-2.42,-2.6,yes,no,
CeCe Winans - The Wind (Tears For You).mp3,processed,29.99,29.00,-0.99,-18.6,-19.2,-0.6,-0.22,-0.97,-0.74,-0.6,yes,no,
Celeste - Time Will Tell.mp3,processed,29.99,29.00,-0.99,-14.6,-15.8,-1.2,-0.62,-1.64,-1.02,-1.2,yes,no,
Cerati-Melero - Marea De Venus.mp3,processed,29.99,29.00,-0.99,-18.8,-18.4,0.4,-1.37,-0.69,0.68,0.4,yes,no,
Chacho D Vega - Meteorito.mp3,processed,29.99,29.00,-0.99,-11.8,-15.8,-4.0,-0.29,-4.25,-3.96,-4.0,yes,no,
Chaka Demus & Pliers - Santa Barbara.mp3,processed,29.99,29.00,-0.99,-15.0,-15.8,-0.8,-1.39,-1.45,-0.06,-0.8,yes,no,
Champion Jack Dupree - Christina Christina Blues.mp3,processed,29.99,29.00,-0.99,-20.9,-16.6,4.3,-5.17,-0.99,4.17,4.3,yes,no,
"Champion Jack Dupree - One Scotch, One Bourbon, One Beer (Bonus Track).mp3",processed,29.99,29.00,-0.99,-14.7,-15.8,-1.1,-0.49,-1.51,-1.02,-1.1,yes,no,
Champion Jack Dupree - When I Left Home.mp3,processed,29.99,29.00,-0.99,-19.1,-17.2,2.0,-2.98,-1.19,1.79,2.0,yes,no,
Chango Spasiuk - Autores Anonimos.mp3,processed,29.99,29.00,-0.99,-17.6,-19.4,-1.8,0.72,-1.18,-1.91,-1.8,yes,no,
Chango Spasiuk - Chamamé Crudo para Gabriel Villalba (Raw Chamamé Dedicated To Gabriel Villalba).mp3,processed,29.99,29.00,-0.99,-23.3,-17.4,5.9,-6.84,-1.12,5.72,5.9,yes,no,
Chango Spasiuk - De Bombacha Y Alpargatas.mp3,processed,29.99,29.00,-0.99,-19.8,-20.0,-0.2,-0.78,-1.05,-0.27,-0.2,yes,no,
Channel Live - Turn It Up.mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.3,1.01,-1.12,-2.13,-2.3,yes,no,
Chanta Vielma - Rio Grnade.mp3,processed,30.01,29.00,-1.01,-16.4,-16.3,0.0,-1.02,-0.64,0.39,0.0,yes,no,
Chantal Chamandy - Zindegi.mp3,processed,29.99,29.00,-0.99,-15.7,-16.6,-0.9,-0.16,-0.37,-0.21,-0.9,yes,no,
Chaotica - Hypergasm.mp3,processed,29.99,29.00,-0.99,-14.8,-15.8,-0.9,-0.94,-1.65,-0.71,-0.9,yes,no,
Chaotica - I Stand Erected.mp3,processed,29.99,29.00,-0.99,-13.2,-15.8,-2.6,0.69,-1.91,-2.60,-2.6,yes,no,
Chaotica - Lobotomy.mp3,processed,29.99,29.00,-0.99,-13.3,-15.7,-2.5,-0.09,-2.00,-1.91,-2.5,yes,no,
Charanga De La 4 - Clavelitos.mp3,processed,29.99,29.00,-0.99,-17.3,-18.0,-0.7,-0.31,-0.95,-0.64,-0.7,yes,no,
Charanga Forever - Tumba Tumba.mp3,processed,29.99,29.00,-0.99,-14.1,-15.8,-1.7,0.19,-1.36,-1.55,-1.7,yes,no,
Charles Aznavour - Tant que l'on s'aimera.mp3,processed,29.99,29.00,-0.99,-15.7,-15.8,-0.1,-1.02,-1.16,-0.14,-0.1,yes,no,
Charles Williams - Barrage.mp3,processed,29.99,29.00,-0.99,-16.9,-15.8,1.1,-2.57,-1.39,1.18,1.1,yes,no,
Charles Williams - From the East.mp3,processed,29.99,29.00,-0.99,-21.9,-18.6,3.4,-4.66,-1.04,3.63,3.4,yes,no,
Charles Williams - Golden Valley.mp3,processed,29.99,29.00,-0.99,-19.3,-16.4,3.0,-4.11,-1.05,3.06,3.0,yes,no,
Charles Williams - They Ride By Night.mp3,processed,29.99,29.00,-0.99,-17.4,-15.9,1.5,-1.62,-0.08,1.54,1.5,yes,no,
Charles Williams And His Orchestra - Portrait Of Clare from the film 'Portrait Of Clare'.mp3,processed,29.99,29.00,-0.99,-20.3,-17.7,2.5,-3.44,-1.05,2.39,2.5,yes,no,
Charley Patton - 34 Blues.mp3,processed,29.99,29.00,-0.99,-22.2,-19.8,2.5,-3.47,-0.97,2.50,2.5,yes,no,
Charley Patton - Circle Round The Moon.mp3,processed,29.99,29.00,-0.99,-19.0,-15.8,3.2,-5.58,-2.72,2.85,3.2,yes,no,
Charley Patton - Mississippi Boweavil Blues.mp3,processed,29.99,29.00,-0.99,-18.3,-18.3,-0.0,-1.09,-1.03,0.06,-0.0,yes,no,
Charley Patton - Moon Going Down.mp3,processed,29.99,29.00,-0.99,-21.0,-16.6,4.4,-5.28,-0.94,4.33,4.4,yes,no,
Charley Pride - (I'm So) Afraid of Losing You Again.mp3,processed,29.99,29.00,-0.99,-20.8,-17.4,3.4,-4.38,-0.85,3.53,3.4,yes,no,
Charley Pride - Help Me Make It Through The Night (Live).mp3,processed,29.99,29.00,-0.99,-18.2,-16.1,2.1,-3.07,-0.52,2.55,2.1,yes,no,
Charley Pride - Let the Chips Fall.mp3,processed,29.99,29.00,-0.99,-16.7,-16.3,0.3,-1.23,-0.72,0.51,0.3,yes,no,
Charlie Brown Jr. - Proibida Pra Mim (Grazon) (Ao Vivo).mp3,processed,29.99,29.00,-0.99,-16.6,-15.8,0.8,-1.20,-0.75,0.45,0.8,yes,no,
Charlie Byrd - Chim Chim Cheree.mp3,processed,29.99,29.00,-0.99,-25.8,-19.8,6.0,-6.98,-1.09,5.89,6.0,yes,no,
Charlie Byrd - Choro II (Instrumental).mp3,processed,29.99,29.00,-0.99,-21.4,-18.4,3.0,-4.05,-0.87,3.17,3.0,yes,no,
Charlie Byrd - How Insensitive.mp3,processed,29.99,29.00,-0.99,-23.9,-18.1,5.7,-6.69,-0.92,5.77,5.7,yes,no,
Charlie Byrd - It Don't Mean A Thing (If It Ain't Got That Swing) (Live).mp3,processed,29.99,29.00,-0.99,-19.8,-18.6,1.2,-2.20,-1.04,1.16,1.2,yes,no,
